Date,Team,Goals,Assists,Points,Plusminus,PIM,PPG,PPP,SHG,SHP,GWG,OTG,Shots,TOI,Shifts,Year,season,Home,toi2,toi3,toi_seconds,opponent,opp_2
2015-12-30,@ TBL,0,1,1,1,0,0,0,0,0,0,0,1,15:03,19,2015,201516,0,15:03,15:03,903,TBL,TBL
2016-01-02,@ FLA,0,0,0,0,0,0,0,0,0,0,0,2,19:29,22,2016,201516,0,19:29,19:29,1169,FLA,FLA
2016-01-05,vs DAL,0,1,1,1,0,0,0,0,0,0,0,0,19:43,24,2016,201516,1,19:43,19:43,1183,DAL,DAL
2016-01-09,vs WSH,0,0,0,0,0,0,0,0,0,0,0,2,15:44,23,2016,201516,1,15:44,15:44,944,WSH,WSH
2016-01-11,vs BOS,0,0,0,1,0,0,0,0,0,0,0,3,17:25,22,2016,201516,1,17:25,17:25,1045,BOS,BOS
2016-01-14,@ NYI,0,0,0,-1,0,0,0,0,0,0,0,0,11:52,17,2016,201516,0,11:52,11:52,712,NYI,NYI
2016-01-16,@ PHI,1,0,1,0,0,1,1,0,0,0,0,2,15:09,20,2016,201516,0,15:09,15:09,909,PHI,PHI
2016-01-17,@ WSH,0,0,0,-2,2,0,0,0,0,0,0,1,16:06,25,2016,201516,0,16:06,16:06,966,WSH,WSH
2016-01-19,vs VAN,1,0,1,2,0,0,0,0,0,1,0,8,20:07,27,2016,201516,1,20:07,20:07,1207,VAN,VAN
2016-01-22,@ CAR,2,0,2,1,0,0,0,0,0,0,0,2,16:11,26,2016,201516,0,16:11,16:11,971,CAR,CAR
2016-01-24,@ OTT,0,0,0,-1,0,0,0,0,0,0,0,2,19:55,23,2016,201516,0,19:55,19:55,1195,OTT,OTT
2016-01-25,vs BUF,1,0,1,3,0,0,0,0,0,1,0,2,15:17,20,2016,201516,1,15:17,15:17,917,BUF,BUF
2016-02-02,@ NJD,2,0,2,2,0,0,0,0,0,0,0,3,18:13,23,2016,201516,0,18:13,18:13,1093,NJD,NJD
2016-02-04,vs MIN,1,1,2,2,0,0,0,0,0,0,0,2,17:20,21,2016,201516,1,17:20,17:20,1040,MIN,MIN
2016-02-06,@ PHI,0,0,0,0,0,0,0,0,0,0,0,2,21:15,27,2016,201516,0,21:15,21:15,1275,PHI,PHI
2016-02-08,vs NJD,1,0,1,1,0,0,0,0,0,1,0,1,20:12,26,2016,201516,1,20:12,20:12,1212,NJD,NJD
2016-02-10,@ PIT,0,0,0,1,0,0,0,0,0,0,0,0,16:26,22,2016,201516,0,16:26,16:26,986,PIT,PIT
2016-02-12,vs LAK,0,0,0,-1,0,0,0,0,0,0,0,3,19:37,24,2016,201516,1,19:37,19:37,1177,LAK,LAK
2016-02-14,vs PHI,0,0,0,0,0,0,0,0,0,0,0,2,16:22,21,2016,201516,1,16:22,16:22,982,PHI,PHI
2016-02-17,vs CHI,0,1,1,0,0,0,0,0,0,0,0,2,18:25,22,2016,201516,1,18:25,18:25,1105,CHI,CHI
2016-02-18,@ TOR,0,3,3,3,0,0,0,0,0,0,0,0,15:32,20,2016,201516,0,15:32,15:32,932,TOR,TOR
2016-02-21,vs DET,0,0,0,0,0,0,0,0,0,0,0,2,18:00,24,2016,201516,1,18:00,18:00,1080,DET,DET
2016-02-23,@ NJD,0,0,0,0,15,0,0,0,0,0,0,1,11:39,18,2016,201516,0,11:39,11:39,699,NJD,NJD
2016-02-25,@ STL,0,0,0,0,0,0,0,0,0,0,0,3,18:05,24,2016,201516,0,18:05,18:05,1085,STL,STL
2016-02-27,@ DAL,0,0,0,0,0,0,0,0,0,0,0,0,17:52,28,2016,201516,0,17:52,17:52,1072,DAL,DAL
2016-02-29,vs CBJ,0,0,0,-1,0,0,0,0,0,0,0,3,16:28,23,2016,201516,1,16:28,16:28,988,CBJ,CBJ
2016-03-03,@ PIT,0,0,0,-2,0,0,0,0,0,0,0,1,17:05,21,2016,201516,0,17:05,17:05,1025,PIT,PIT
2016-03-04,@ WSH,0,0,0,0,2,0,0,0,0,0,0,2,17:04,21,2016,201516,0,17:04,17:04,1024,WSH,WSH
2016-03-06,vs NYI,0,0,0,-2,0,0,0,0,0,0,0,1,6:35,13,2016,201516,1,6:35,6:35,395,NYI,NYI
2016-03-08,@ BUF,1,0,1,0,0,0,0,0,0,0,0,1,14:15,20,2016,201516,0,14:15,14:15,855,BUF,BUF
2016-03-12,@ DET,0,0,0,-2,0,0,0,0,0,0,0,2,17:30,21,2016,201516,0,17:30,17:30,1050,DET,DET
2016-03-13,vs PIT,0,1,1,-1,2,0,0,0,0,0,0,2,16:58,23,2016,201516,1,16:58,16:58,1018,PIT,PIT
2016-03-16,@ ANA,0,1,1,1,0,0,0,0,0,0,0,3,18:00,22,2016,201516,0,18:00,18:00,1080,ANA,ANA
2016-03-17,@ LAK,1,1,2,2,0,0,0,0,0,0,0,2,14:27,22,2016,201516,0,14:27,14:27,867,LAK,LAK
2016-03-19,@ SJS,0,0,0,-1,0,0,0,0,0,0,0,0,14:28,20,2016,201516,0,14:28,14:28,868,SJS,SJS
2016-03-21,vs FLA,0,0,0,0,0,0,0,0,0,0,0,2,14:20,20,2016,201516,1,14:20,14:20,860,FLA,FLA
2016-03-23,vs BOS,1,0,1,0,0,0,0,0,0,0,0,1,16:41,25,2016,201516,1,16:41,16:41,1001,BOS,BOS
2016-03-26,@ MTL,1,0,1,1,0,0,0,0,0,0,0,1,12:44,18,2016,201516,0,12:44,12:44,764,MTL,MTL
2016-03-27,vs PIT,0,0,0,-1,0,0,0,0,0,0,0,3,16:12,22,2016,201516,1,16:12,16:12,972,PIT,PIT
2016-03-31,@ CAR,0,1,1,-1,2,0,0,0,0,0,0,1,16:58,20,2016,201516,0,16:58,16:58,1018,CAR,CAR
2016-04-02,vs BUF,1,0,1,1,0,0,0,0,0,0,0,3,16:47,22,2016,201516,1,16:47,16:47,1007,BUF,BUF
2016-04-04,@ CBJ,0,0,0,0,0,0,0,0,0,0,0,2,16:12,22,2016,201516,0,16:12,16:12,972,CBJ,CBJ
2016-04-05,vs TBL,0,0,0,0,0,0,0,0,0,0,0,2,18:27,21,2016,201516,1,18:27,18:27,1107,TBL,TBL
