Date,Team,Goals,Assists,Points,Plusminus,PIM,PPG,PPP,SHG,SHP,GWG,OTG,Shots,TOI,Shifts,Year,season,Home,toi2,toi3,toi_seconds,opponent,opp_2
2022-10-30,@ CHI,0,0,0,-1,0,0,0,0,0,0,0,3,23:37,25,2022,202223,0,23:37,23:37,1417,CHI,CHI
2022-11-01,vs MTL,2,0,2,1,0,1,1,0,0,1,0,5,19:57,19,2022,202223,1,19:57,19:57,1197,MTL,MTL
2022-11-03,vs SEA,0,0,0,0,2,0,0,0,0,0,0,3,23:43,24,2022,202223,1,23:43,23:43,1423,SEA,SEA
2022-11-08,@ LAK,0,0,0,0,5,0,0,0,0,0,0,3,10:26,13,2022,202223,0,10:26,10:26,626,LAK,LAK
2022-11-09,@ ANA,2,0,2,-1,0,2,2,0,0,0,0,9,22:44,21,2022,202223,0,22:44,22:44,1364,ANA,ANA
2022-11-11,@ SEA,0,1,1,1,0,0,0,0,0,0,0,2,18:19,18,2022,202223,0,18:19,18:19,1099,SEA,SEA
2022-11-13,vs SJS,0,1,1,0,0,0,0,0,0,0,0,4,23:25,23,2022,202223,1,23:25,23:25,1405,SJS,SJS
2022-11-15,@ NSH,0,1,1,1,0,0,0,0,0,0,0,3,21:38,20,2022,202223,0,21:38,21:38,1298,NSH,NSH
2022-11-17,vs PIT,0,1,1,-2,0,0,0,0,0,0,0,3,17:50,17,2022,202223,1,17:50,17:50,1070,PIT,PIT
2022-11-19,vs CAR,0,1,1,1,0,0,0,0,0,0,0,5,23:33,25,2022,202223,1,23:33,23:33,1413,CAR,CAR
2022-11-23,vs WPG,1,1,2,-1,0,1,1,0,0,0,0,5,20:19,17,2022,202223,1,20:19,20:19,1219,WPG,WPG
2022-11-25,vs TOR,1,1,2,0,0,1,1,0,0,0,0,9,22:37,21,2022,202223,1,22:37,22:37,1357,TOR,TOR
2022-11-27,vs ARI,1,2,3,0,0,0,0,0,0,0,0,5,22:36,23,2022,202223,1,22:36,22:36,1356,ARI,ARI
2022-12-01,vs EDM,1,2,3,1,0,1,1,0,0,0,0,3,18:28,19,2022,202223,1,18:28,18:28,1108,EDM,EDM
2022-12-03,vs ANA,1,0,1,0,2,0,0,0,0,0,0,5,23:54,23,2022,202223,1,23:54,23:54,1434,ANA,ANA
2022-12-04,@ DAL,1,0,1,-3,0,1,1,0,0,0,0,3,22:06,23,2022,202223,0,22:06,22:06,1326,DAL,DAL
2022-12-07,@ CGY,1,0,1,0,0,0,0,0,0,0,0,5,20:29,17,2022,202223,0,20:29,20:29,1229,CGY,CGY
2022-12-09,@ EDM,0,1,1,-1,0,0,0,0,0,0,0,6,21:58,19,2022,202223,0,21:58,21:58,1318,EDM,EDM
2022-12-10,@ VAN,0,0,0,1,0,0,0,0,0,0,0,2,19:37,20,2022,202223,0,19:37,19:37,1177,VAN,VAN
2022-12-12,vs EDM,0,1,1,0,0,0,0,0,0,0,0,3,18:38,18,2022,202223,1,18:38,18:38,1118,EDM,EDM
2022-12-14,vs DET,0,1,1,0,0,0,0,0,0,0,0,3,20:18,20,2022,202223,1,20:18,20:18,1218,DET,DET
2022-12-16,vs CHI,1,2,3,3,2,0,0,0,0,1,0,3,18:43,19,2022,202223,1,18:43,18:43,1123,CHI,CHI
2022-12-18,vs OTT,1,2,3,2,0,0,0,0,0,0,0,4,17:52,18,2022,202223,1,17:52,17:52,1072,OTT,OTT
2022-12-21,@ ANA,0,0,0,-1,0,0,0,0,0,0,0,3,21:46,16,2022,202223,0,21:46,21:46,1306,ANA,ANA
2022-12-22,@ SJS,0,1,1,1,0,0,0,0,0,0,0,2,22:54,21,2022,202223,0,22:54,22:54,1374,SJS,SJS
2022-12-27,@ WPG,0,1,1,1,0,0,0,0,0,0,0,2,18:23,15,2022,202223,0,18:23,18:23,1103,WPG,WPG
2022-12-29,vs DAL,1,0,1,0,0,0,0,0,0,0,0,2,20:06,18,2022,202223,1,20:06,20:06,1206,DAL,DAL
2022-12-31,@ STL,0,0,0,0,0,0,0,0,0,0,0,3,20:20,18,2022,202223,0,20:20,20:20,1220,STL,STL
2023-01-04,vs TBL,2,0,2,2,0,1,1,0,0,1,0,6,17:10,14,2023,202223,1,17:10,17:10,1030,TBL,TBL
2023-01-07,@ BUF,1,0,1,-2,4,1,1,0,0,0,0,6,20:37,23,2023,202223,0,20:37,20:37,1237,BUF,BUF
2023-01-08,vs STL,0,0,0,-1,0,0,0,0,0,0,0,6,26:39,19,2023,202223,1,26:39,26:39,1599,STL,STL
2023-01-10,@ NYR,1,0,1,2,0,0,0,0,0,0,0,3,20:24,22,2023,202223,0,20:24,20:24,1224,NYR,NYR
2023-01-12,@ NYI,1,1,2,2,0,0,0,0,0,0,0,5,20:11,17,2023,202223,0,20:11,20:11,1211,NYI,NYI
2023-01-14,vs ARI,0,1,1,0,0,0,0,0,0,0,0,2,17:49,16,2023,202223,1,17:49,17:49,1069,ARI,ARI
2023-01-17,@ WSH,0,0,0,0,0,0,0,0,0,0,0,0,18:21,15,2023,202223,0,18:21,18:21,1101,WSH,WSH
2023-01-19,@ CAR,1,0,1,-1,4,1,1,0,0,0,0,2,21:28,22,2023,202223,0,21:28,21:28,1288,CAR,CAR
2023-01-21,@ FLA,0,3,3,0,0,0,0,0,0,0,0,1,22:21,19,2023,202223,0,22:21,22:21,1341,FLA,FLA
2023-01-24,@ TBL,1,0,1,-1,0,1,1,0,0,0,0,3,21:08,17,2023,202223,0,21:08,21:08,1268,TBL,TBL
2023-01-26,vs PHI,0,1,1,1,2,0,0,0,0,0,0,3,22:19,22,2023,202223,1,22:19,22:19,1339,PHI,PHI
2023-01-28,vs BUF,0,1,1,0,0,0,0,0,0,0,0,5,23:35,21,2023,202223,1,23:35,23:35,1415,BUF,BUF
2023-02-06,@ ARI,1,0,1,-1,0,0,0,0,0,0,0,4,20:52,20,2023,202223,0,20:52,20:52,1252,ARI,ARI
2023-02-08,@ DAL,0,1,1,-1,0,0,0,0,0,0,0,2,22:54,20,2023,202223,0,22:54,22:54,1374,DAL,DAL
2023-02-09,vs VEG,1,0,1,-1,0,1,1,0,0,0,0,3,17:31,19,2023,202223,1,17:31,17:31,1051,VEG,VEG
2023-02-11,vs NJD,0,0,0,1,2,0,0,0,0,0,0,2,24:05,26,2023,202223,1,24:05,24:05,1445,NJD,NJD
2023-02-13,vs FLA,1,0,1,0,0,0,0,0,0,0,0,6,23:51,24,2023,202223,1,23:51,23:51,1431,FLA,FLA
2023-02-15,vs COL,1,0,1,1,0,0,0,0,0,0,0,2,24:37,22,2023,202223,1,24:37,24:37,1477,COL,COL
2023-02-17,vs DAL,0,0,0,0,0,0,0,0,0,0,0,5,23:20,22,2023,202223,1,23:20,23:20,1400,DAL,DAL
2023-02-19,vs NSH,2,0,2,1,2,1,1,0,0,0,0,6,20:58,18,2023,202223,1,20:58,20:58,1258,NSH,NSH
2023-02-21,vs LAK,0,1,1,2,0,0,0,0,0,0,0,1,22:50,21,2023,202223,1,22:50,22:50,1370,LAK,LAK
