Date,Team,Goals,Assists,Points,Plusminus,PIM,PPG,PPP,SHG,SHP,GWG,OTG,Shots,TOI,Shifts,Year,season,Home,toi2,toi3,toi_seconds,opponent,opp_2
2023-03-11,vs ARI,1,0,1,0,0,0,0,0,0,1,0,5,26:10,29,2023,202223,1,26:10,26:10,1570,ARI,ARI
2023-03-13,@ MTL,0,3,3,2,0,0,0,0,0,0,0,0,23:37,25,2023,202223,0,23:37,23:37,1417,MTL,MTL
2023-03-15,@ TOR,0,1,1,0,0,0,0,0,0,0,0,4,30:34,32,2023,202223,0,30:34,30:34,1834,TOR,TOR
2023-03-16,@ OTT,1,1,2,2,0,0,0,0,0,0,0,1,27:03,28,2023,202223,0,27:03,27:03,1623,OTT,OTT
2023-03-18,@ DET,0,3,3,3,0,0,0,0,0,0,0,1,21:45,23,2023,202223,0,21:45,21:45,1305,DET,DET
2023-03-24,vs ARI,1,2,3,1,0,0,0,0,0,1,0,2,25:14,27,2023,202223,1,25:14,25:14,1514,ARI,ARI
2023-03-26,@ ARI,0,0,0,-1,2,0,0,0,0,0,0,3,23:43,28,2023,202223,0,23:43,23:43,1423,ARI,ARI
2023-03-27,@ ANA,0,2,2,1,0,0,0,0,0,0,0,4,22:14,22,2023,202223,0,22:14,22:14,1334,ANA,ANA
2023-03-29,vs MIN,0,0,0,-3,0,0,0,0,0,0,0,3,24:53,24,2023,202223,1,24:53,24:53,1493,MIN,MIN
2023-04-01,vs DAL,0,0,0,3,0,0,0,0,0,0,0,1,23:18,27,2023,202223,1,23:18,23:18,1398,DAL,DAL
2021-10-13,vs CHI,0,0,0,-1,0,0,0,0,0,0,0,3,22:31,27,2021,202122,1,22:31,22:31,1351,CHI,CHI
2021-10-16,vs STL,0,1,1,0,0,0,0,0,0,0,0,3,26:13,27,2021,202122,1,26:13,26:13,1573,STL,STL
2021-10-19,@ WSH,0,0,0,-5,0,0,0,0,0,0,0,3,22:23,25,2021,202122,0,22:23,22:23,1343,WSH,WSH
2021-10-21,@ FLA,0,0,0,-3,2,0,0,0,0,0,0,2,24:07,28,2021,202122,0,24:07,24:07,1447,FLA,FLA
2021-10-23,@ TBL,0,2,2,1,0,0,0,0,0,0,0,1,28:29,34,2021,202122,0,28:29,28:29,1709,TBL,TBL
2021-10-26,vs VEG,1,0,1,-1,0,0,0,0,0,0,0,2,26:07,32,2021,202122,1,26:07,26:07,1567,VEG,VEG
2021-10-28,@ STL,1,1,2,-1,0,0,0,0,0,1,0,3,25:14,31,2021,202122,0,25:14,25:14,1514,STL,STL
2021-10-30,vs MIN,0,0,0,2,0,0,0,0,0,0,0,1,24:59,26,2021,202122,1,24:59,24:59,1499,MIN,MIN
2021-11-11,vs VAN,0,2,2,1,0,0,0,0,0,0,0,0,22:42,26,2021,202122,1,22:42,22:42,1362,VAN,VAN
2021-11-13,vs SJS,0,0,0,0,0,0,0,0,0,0,0,2,21:40,25,2021,202122,1,21:40,21:40,1300,SJS,SJS
2021-11-17,@ VAN,1,1,2,0,0,1,1,0,0,1,0,4,24:21,27,2021,202122,0,24:21,24:21,1461,VAN,VAN
2021-11-19,@ SEA,2,1,3,3,0,0,0,0,0,0,0,6,20:09,29,2021,202122,0,20:09,20:09,1209,SEA,SEA
2021-11-22,vs OTT,2,0,2,2,0,0,0,0,0,0,0,9,24:03,27,2021,202122,1,24:03,24:03,1443,OTT,OTT
2021-11-24,vs ANA,1,0,1,1,0,0,0,0,0,0,0,4,21:39,27,2021,202122,1,21:39,21:39,1299,ANA,ANA
2021-11-26,@ DAL,1,0,1,1,0,0,0,0,0,0,0,4,27:52,27,2021,202122,0,27:52,27:52,1672,DAL,DAL
2021-11-27,vs NSH,0,3,3,1,0,0,0,0,0,0,0,1,23:32,29,2021,202122,1,23:32,23:32,1412,NSH,NSH
2021-12-01,@ TOR,0,0,0,-2,0,0,0,0,0,0,0,1,24:41,24,2021,202122,0,24:41,24:41,1481,TOR,TOR
2021-12-02,@ MTL,1,0,1,2,0,0,0,0,0,1,0,2,22:49,27,2021,202122,0,22:49,22:49,1369,MTL,MTL
2021-12-06,@ PHI,1,0,1,1,0,1,1,0,0,0,0,5,25:42,26,2021,202122,0,25:42,25:42,1542,PHI,PHI
2021-12-08,@ NYR,0,1,1,2,0,0,0,0,0,0,0,2,22:46,28,2021,202122,0,22:46,22:46,1366,NYR,NYR
2021-12-10,vs DET,1,1,2,3,2,0,0,0,0,0,0,3,22:58,25,2021,202122,1,22:58,22:58,1378,DET,DET
2021-12-12,vs FLA,0,0,0,0,2,0,0,0,0,0,0,2,24:12,33,2021,202122,1,24:12,24:12,1452,FLA,FLA
2021-12-14,vs NYR,1,0,1,-1,0,1,1,0,0,0,0,1,27:33,29,2021,202122,1,27:33,27:33,1653,NYR,NYR
2022-01-02,vs ANA,0,1,1,2,0,0,0,0,0,0,0,3,24:43,29,2022,202122,1,24:43,24:43,1483,ANA,ANA
2022-01-04,@ CHI,1,0,1,2,0,0,0,0,0,1,0,4,28:32,32,2022,202122,0,28:32,28:32,1712,CHI,CHI
2022-01-06,vs WPG,0,0,0,1,0,0,0,0,0,0,0,2,21:22,27,2022,202122,1,21:22,21:22,1282,WPG,WPG
2022-01-08,vs TOR,1,1,2,3,0,0,0,0,0,0,0,4,26:44,28,2022,202122,1,26:44,26:44,1604,TOR,TOR
2022-01-10,vs SEA,0,1,1,0,0,0,0,0,0,0,0,1,23:23,27,2022,202122,1,23:23,23:23,1403,SEA,SEA
2022-01-11,@ NSH,1,2,3,2,0,0,0,0,0,0,0,5,25:46,26,2022,202122,0,25:46,25:46,1546,NSH,NSH
2022-01-14,vs ARI,0,1,1,2,0,0,0,0,0,0,0,4,27:07,29,2022,202122,1,27:07,27:07,1627,ARI,ARI
2022-01-15,@ ARI,0,1,1,1,0,0,0,0,0,0,0,2,23:40,26,2022,202122,0,23:40,23:40,1420,ARI,ARI
2022-01-17,vs MIN,0,1,1,0,0,0,0,0,0,0,0,6,28:10,33,2022,202122,1,28:10,28:10,1690,MIN,MIN
2022-01-19,@ ANA,0,0,0,1,0,0,0,0,0,0,0,3,24:58,30,2022,202122,0,24:58,24:58,1498,ANA,ANA
