Rk,Date,G,Age,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI,HIT,BLK,FOW,FOL,FO%
25,2021-12-05,25,23-359,CGY,@,VEG,L,0,1,1,1,4,0,0,0,0,1,0,0,1,0.0,22,18:13,1,0,0,0,
26,2021-12-07,26,23-361,CGY,@,SJS,L,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,19,17:48,0,1,0,0,
27,2021-12-09,27,23-363,CGY,,CAR,L-OT,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,27,21:49,0,1,0,1,0.0
28,2021-12-11,28,24-000,CGY,,BOS,L,1,0,1,-2,0,0,1,0,0,0,0,0,3,33.3,27,20:55,1,0,0,0,
29,2021-12-30,29,24-019,CGY,@,SEA,W,1,2,3,3,0,1,0,0,1,1,1,0,3,33.3,24,17:33,4,1,1,0,100.0
30,2022-01-02,30,24-022,CGY,@,CHI,W,1,1,2,2,0,1,0,0,0,1,0,0,7,14.3,22,18:12,2,1,0,0,
31,2022-01-04,31,24-024,CGY,@,FLA,L,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,23,18:18,3,0,0,0,
32,2022-01-06,32,24-026,CGY,@,TBL,L,0,0,0,-2,0,0,0,0,0,0,0,0,5,0.0,22,17:36,1,0,1,1,50.0
33,2022-01-07,33,24-027,CGY,@,CAR,L,1,1,2,-1,0,1,0,0,0,1,0,0,3,33.3,23,14:52,0,0,1,0,100.0
34,2022-01-13,34,24-033,CGY,,OTT,L,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,21,16:51,1,0,0,0,
35,2022-01-18,35,24-038,CGY,,FLA,W,1,2,3,2,2,1,0,0,0,1,1,0,3,33.3,22,14:39,0,0,0,0,
36,2022-01-22,36,24-042,CGY,@,EDM,L,1,1,2,1,0,1,0,0,0,1,0,0,4,25.0,23,19:58,0,0,0,0,
37,2022-01-24,37,24-044,CGY,,STL,W,0,5,5,3,0,0,0,0,0,3,2,0,3,0.0,22,19:10,1,0,0,0,
38,2022-01-26,38,24-046,CGY,@,CBJ,W,2,0,2,3,0,2,0,0,0,0,0,0,6,33.3,20,19:26,0,0,1,0,100.0
39,2022-01-27,39,24-047,CGY,@,STL,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,15:14,0,0,1,0,100.0
40,2022-01-29,40,24-049,CGY,,VAN,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,20:37,1,0,0,0,
41,2022-02-01,41,24-052,CGY,@,DAL,W,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,21,17:36,0,0,0,2,0.0
42,2022-02-02,42,24-053,CGY,@,ARI,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,24,21:29,1,0,1,0,100.0
43,2022-02-09,43,24-060,CGY,,VEG,W,1,2,3,3,0,1,0,0,0,2,0,0,2,50.0,21,17:45,0,0,0,0,
44,2022-02-10,44,24-061,CGY,,TOR,W,0,1,1,2,0,0,0,0,0,1,0,0,2,0.0,23,17:14,2,1,0,0,
45,2022-02-12,45,24-063,CGY,,NYI,W,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,22,16:10,1,0,0,0,
46,2022-02-15,46,24-066,CGY,,CBJ,W,1,0,1,1,0,1,0,0,1,0,0,0,2,50.0,22,17:43,1,0,0,0,
47,2022-02-16,47,24-067,CGY,,ANA,W,1,2,3,1,0,0,1,0,0,1,1,0,3,33.3,22,18:43,3,0,1,0,100.0
48,2022-02-19,48,24-070,CGY,,SEA,W,1,1,2,1,2,1,0,0,0,1,0,0,4,25.0,22,18:45,0,0,1,0,100.0
49,2022-02-21,49,24-072,CGY,,WPG,W,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,22,19:00,2,1,1,0,100.0
50,2022-02-24,50,24-075,CGY,@,VAN,L,0,0,0,-2,2,0,0,0,0,0,0,0,2,0.0,19,16:17,1,0,0,0,
51,2022-02-26,51,24-077,CGY,,MIN,W,2,1,3,1,2,0,2,0,0,1,0,0,4,50.0,18,14:39,1,0,0,0,
52,2022-03-01,52,24-080,CGY,@,MIN,W,1,1,2,0,4,0,1,0,0,1,0,0,2,50.0,21,13:44,3,1,0,0,
53,2022-03-03,53,24-082,CGY,,MTL,L-OT,0,0,0,1,2,0,0,0,0,0,0,0,2,0.0,20,15:47,0,0,0,0,
54,2022-03-05,54,24-084,CGY,@,COL,W,0,3,3,0,2,0,0,0,0,2,1,0,2,0.0,26,19:03,1,1,0,0,
55,2022-03-07,55,24-086,CGY,,EDM,W,0,1,1,1,2,0,0,0,0,0,1,0,1,0.0,19,15:39,0,0,1,0,100.0
56,2022-03-08,56,24-087,CGY,,WSH,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,21,18:43,1,0,0,1,0.0
57,2022-03-10,57,24-089,CGY,,TBL,W,0,1,1,1,0,0,0,0,0,1,0,0,5,0.0,20,14:38,0,0,1,0,100.0
58,2022-03-12,58,24-091,CGY,,DET,W,0,2,2,0,0,0,0,0,0,0,2,0,5,0.0,20,16:14,0,0,0,0,
59,2022-03-13,59,24-092,CGY,@,COL,L,0,0,0,-1,2,0,0,0,0,0,0,0,4,0.0,24,20:43,0,0,0,0,
60,2022-03-16,60,24-095,CGY,,NJD,W,1,2,3,2,0,1,0,0,1,2,0,0,4,25.0,23,15:23,0,0,0,1,0.0
61,2022-03-18,61,24-097,CGY,,BUF,L-OT,0,0,0,-1,0,0,0,0,0,0,0,0,0,,23,18:21,0,0,0,0,
62,2022-03-19,62,24-098,CGY,@,VAN,W,1,2,3,1,0,1,0,0,0,1,1,0,2,50.0,20,16:30,3,0,0,0,
63,2022-03-22,63,24-101,CGY,,SJS,L,0,2,2,1,0,0,0,0,0,1,1,0,4,0.0,24,19:12,1,0,0,1,0.0
64,2022-03-25,64,24-104,CGY,,ARI,W,1,1,2,0,0,1,0,0,0,0,1,0,5,20.0,20,18:24,0,0,0,0,
65,2022-03-26,65,24-105,CGY,,EDM,W,2,2,4,4,4,2,0,0,1,2,0,0,3,66.7,22,15:48,3,0,0,0,
66,2022-03-29,66,24-108,CGY,,COL,L,0,1,1,0,0,0,0,0,0,0,1,0,5,0.0,22,19:45,2,0,0,2,0.0
67,2022-03-31,67,24-110,CGY,,LAK,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,22,17:34,0,0,0,1,0.0
68,2022-04-02,68,24-112,CGY,,STL,L,0,1,1,-2,0,0,0,0,0,1,0,0,4,0.0,20,17:42,1,0,0,1,0.0
69,2022-04-04,69,24-114,CGY,@,LAK,W,0,1,1,2,6,0,0,0,0,1,0,0,6,0.0,21,18:19,1,0,0,0,
70,2022-04-06,70,24-116,CGY,@,ANA,W,1,0,1,2,0,1,0,0,0,0,0,0,2,50.0,23,18:11,2,0,0,0,
71,2022-04-07,71,24-117,CGY,@,SJS,W,1,2,3,3,0,1,0,0,0,2,0,0,3,33.3,21,17:53,0,1,0,0,
72,2022-04-09,72,24-119,CGY,@,SEA,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,16:59,1,1,0,0,
73,2022-04-12,73,24-122,CGY,,SEA,W,3,0,3,2,0,2,1,0,0,0,0,0,6,50.0,22,18:50,0,0,0,0,
74,2022-04-14,74,24-124,CGY,,VEG,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,22,15:20,2,0,0,0,
75,2022-04-16,75,24-126,CGY,,ARI,W,2,2,4,4,0,2,0,0,0,2,0,0,3,66.7,19,16:48,0,0,0,1,0.0
76,2022-04-18,76,24-128,CGY,@,CHI,W,0,2,2,2,0,0,0,0,0,2,0,0,2,0.0,23,19:36,0,1,0,0,
77,2022-04-19,77,24-129,CGY,@,NSH,L-SO,0,1,1,-1,2,0,0,0,0,0,1,0,2,0.0,23,20:54,4,2,1,0,100.0
78,2022-04-21,78,24-131,CGY,,DAL,W,1,0,1,0,0,0,1,0,0,0,0,0,2,50.0,23,21:08,2,0,0,1,0.0
79,2022-04-23,79,24-133,CGY,,VAN,W,0,1,1,2,2,0,0,0,0,1,0,0,1,0.0,24,17:49,1,0,0,1,0.0
80,2022-04-26,80,24-136,CGY,@,NSH,W,1,0,1,1,4,1,0,0,0,0,0,0,4,25.0,20,16:44,4,0,0,0,
81,2022-04-28,81,24-138,CGY,@,MIN,L-OT,0,1,1,2,0,0,0,0,0,1,0,0,0,,24,22:36,1,0,0,1,0.0
82,2022-04-29,82,24-139,CGY,@,WPG,L,1,0,1,-1,0,1,0,0,0,0,0,0,2,50.0,21,18:39,0,1,0,0,
1,2021-01-14,1,23-034,CGY,@,WPG,L-OT,1,0,1,2,2,1,0,0,0,0,0,0,5,20.0,25,19:32,5,0,0,0,
2,2021-01-16,2,23-036,CGY,,VAN,W,1,1,2,0,0,0,1,0,0,0,1,0,5,20.0,21,16:05,4,0,0,0,
3,2021-01-18,3,23-038,CGY,,VAN,W,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,24,23:02,2,0,0,0,
4,2021-01-24,4,23-044,CGY,,TOR,L,1,0,1,-1,0,0,1,0,0,0,0,0,9,11.1,23,22:58,5,1,0,0,
5,2021-01-26,5,23-046,CGY,,TOR,L,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,23,20:02,4,0,0,0,
6,2021-01-28,6,23-048,CGY,@,MTL,L,0,0,0,-1,5,0,0,0,0,0,0,0,1,0.0,20,18:47,3,0,0,0,
7,2021-01-30,7,23-050,CGY,@,MTL,W,0,1,1,1,0,0,0,0,0,0,1,0,1,0.0,22,18:40,3,0,0,0,
8,2021-02-01,8,23-052,CGY,@,WPG,W,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,21,17:38,2,0,0,0,
9,2021-02-02,9,23-053,CGY,@,WPG,L,2,0,2,2,2,2,0,0,0,0,0,0,4,50.0,23,24:16,1,0,0,0,
10,2021-02-04,10,23-055,CGY,@,WPG,L,0,0,0,-3,0,0,0,0,0,0,0,0,2,0.0,20,18:56,2,0,0,0,
11,2021-02-06,11,23-057,CGY,,EDM,W,0,1,1,1,4,0,0,0,0,1,0,0,1,0.0,24,17:27,5,0,0,0,
12,2021-02-09,12,23-060,CGY,,WPG,W,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,22,19:25,2,0,0,0,
13,2021-02-11,13,23-062,CGY,@,VAN,W,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,23,17:20,2,0,0,0,
14,2021-02-13,14,23-064,CGY,@,VAN,L,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,28,22:34,4,1,1,0,100.0
15,2021-02-15,15,23-066,CGY,@,VAN,W,0,0,0,1,2,0,0,0,0,0,0,0,3,0.0,23,18:49,2,0,0,0,
16,2021-02-17,16,23-068,CGY,,VAN,L,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,27,20:44,1,0,0,1,0.0
17,2021-02-19,17,23-070,CGY,,EDM,L,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,24,23:07,2,0,0,0,
18,2021-02-20,18,23-071,CGY,@,EDM,L,0,1,1,-2,0,0,0,0,0,0,1,0,7,0.0,25,21:22,6,0,1,0,100.0
19,2021-02-22,19,23-073,CGY,@,TOR,W,1,1,2,0,0,0,1,0,0,0,1,0,6,16.7,23,18:46,6,0,0,1,0.0
20,2021-02-24,20,23-075,CGY,@,TOR,L-OT,0,1,1,0,2,0,0,0,0,1,0,0,2,0.0,24,17:28,5,0,0,0,
21,2021-02-25,21,23-076,CGY,@,OTT,L,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,23,18:31,1,0,0,0,
22,2021-02-27,22,23-078,CGY,@,OTT,W,1,1,2,2,0,1,0,0,0,1,0,0,3,33.3,23,20:48,2,0,0,0,
23,2021-03-01,23,23-080,CGY,@,OTT,L,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,24,20:49,4,1,0,0,
24,2021-03-04,24,23-083,CGY,,OTT,W,0,3,3,2,2,0,0,0,0,3,0,0,2,0.0,23,13:43,3,0,0,0,
25,2021-03-06,25,23-085,CGY,@,EDM,L,0,0,0,-1,7,0,0,0,0,0,0,0,1,0.0,25,15:47,6,0,0,0,
26,2021-03-07,26,23-086,CGY,,OTT,L-SO,0,2,2,2,0,0,0,0,0,1,1,0,2,0.0,27,22:32,2,0,0,0,
27,2021-03-11,27,23-090,CGY,,MTL,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,15:37,3,0,0,0,
28,2021-03-13,28,23-092,CGY,,MTL,W,0,1,1,0,0,0,0,0,0,0,1,0,4,0.0,22,15:36,1,0,0,0,
29,2021-03-15,29,23-094,CGY,,EDM,W,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,21,14:38,4,0,0,0,
30,2021-03-17,30,23-096,CGY,,EDM,L,0,2,2,1,0,0,0,0,0,1,1,0,2,0.0,19,15:25,0,1,0,1,0.0
31,2021-03-19,31,23-098,CGY,@,TOR,W,1,0,1,2,5,1,0,0,0,0,0,0,1,100.0,18,13:09,2,0,0,0,
32,2021-03-20,32,23-099,CGY,@,TOR,L,0,0,0,-2,2,0,0,0,0,0,0,0,1,0.0,22,19:47,4,0,0,0,
33,2021-03-22,33,23-101,CGY,@,OTT,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,15:25,0,1,0,1,0.0
34,2021-03-24,34,23-103,CGY,@,OTT,L,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,16,13:45,0,0,0,0,
35,2021-03-26,35,23-105,CGY,,WPG,L,1,0,1,1,0,1,0,0,0,0,0,0,4,25.0,21,18:54,3,0,0,0,
36,2021-03-27,36,23-106,CGY,,WPG,W,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,23,16:45,0,0,0,0,
37,2021-03-29,37,23-108,CGY,,WPG,L,0,1,1,-2,2,0,0,0,0,0,1,0,2,0.0,22,17:31,3,0,0,0,
38,2021-04-02,38,23-112,CGY,@,EDM,L,1,0,1,1,4,1,0,0,0,0,0,0,1,100.0,21,15:55,4,0,0,0,
39,2021-04-04,39,23-114,CGY,,TOR,L,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,21,15:54,5,0,0,0,
40,2021-04-05,40,23-115,CGY,,TOR,L,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,20,13:03,2,0,0,0,
41,2021-04-10,41,23-120,CGY,,EDM,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,20,16:31,0,0,0,0,
42,2021-04-13,42,23-123,CGY,@,TOR,W,0,1,1,0,0,0,0,0,0,0,1,0,0,,22,16:52,1,0,0,0,
43,2021-04-14,43,23-124,CGY,@,MTL,W,0,0,0,1,0,0,0,0,0,0,0,0,5,0.0,21,18:15,1,0,0,0,
44,2021-04-16,44,23-126,CGY,@,MTL,L,0,1,1,1,2,0,0,0,0,1,0,0,0,,24,19:39,1,0,0,0,
45,2021-04-19,45,23-129,CGY,,OTT,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,21,17:21,2,1,1,0,100.0
46,2021-04-23,46,23-133,CGY,,MTL,W,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,26,20:11,0,0,0,0,
47,2021-04-24,47,23-134,CGY,,MTL,W,0,1,1,1,0,0,0,0,0,1,0,0,0,,21,17:05,0,0,0,0,
48,2021-04-26,48,23-136,CGY,,MTL,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,23,16:56,0,1,0,0,
49,2021-04-29,49,23-139,CGY,@,EDM,W,0,2,2,2,2,0,0,0,0,2,0,0,3,0.0,21,16:25,4,2,0,0,
50,2021-05-01,50,23-141,CGY,@,EDM,L,0,1,1,-1,4,0,0,0,0,1,0,0,5,0.0,23,17:15,3,0,0,0,
51,2021-05-05,51,23-145,CGY,,WPG,L,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,23,19:10,1,0,0,0,
52,2021-05-09,52,23-149,CGY,,OTT,W,1,2,3,2,2,1,0,0,0,1,1,0,4,25.0,19,17:35,2,0,0,0,
53,2021-05-13,53,23-153,CGY,,VAN,W,1,1,2,2,0,0,1,0,0,1,0,0,1,100.0,23,18:48,0,0,0,0,
54,2021-05-16,54,23-156,CGY,@,VAN,W,1,0,1,-2,0,1,0,0,0,0,0,0,3,33.3,27,20:55,0,0,0,0,
55,2021-05-18,55,23-158,CGY,@,VAN,L,1,0,1,-1,0,1,0,0,0,0,0,0,2,50.0,21,17:35,2,0,0,0,
56,2021-05-19,56,23-159,CGY,,VAN,W,2,0,2,2,4,2,0,0,0,0,0,0,5,40.0,22,15:40,0,0,0,0,
1,2019-10-03,1,21-296,CGY,@,COL,L,0,1,1,-2,0,0,0,0,0,0,1,0,3,0.0,23,17:57,2,0,0,0,
2,2019-10-05,2,21-298,CGY,,VAN,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,18,13:05,2,0,0,0,
3,2019-10-08,3,21-301,CGY,,LAK,L-OT,2,1,3,3,0,2,0,0,0,1,0,0,2,100.0,26,20:25,7,1,0,0,
4,2019-10-10,4,21-303,CGY,@,DAL,W,0,1,1,1,2,0,0,0,0,1,0,0,0,,22,18:24,4,0,0,0,
5,2019-10-12,5,21-305,CGY,@,VEG,L,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,19,12:51,1,1,0,0,
6,2019-10-13,6,21-306,CGY,@,SJS,L,0,0,0,-2,0,0,0,0,0,0,0,0,5,0.0,19,19:07,0,0,0,0,
7,2019-10-15,7,21-308,CGY,,PHI,W,0,0,0,1,2,0,0,0,0,0,0,0,2,0.0,29,18:10,0,0,0,0,
8,2019-10-17,8,21-310,CGY,,DET,W,0,1,1,0,0,0,0,0,0,0,1,0,3,0.0,19,19:34,1,0,0,0,
9,2019-10-19,9,21-312,CGY,@,LAK,L,0,0,0,-2,14,0,0,0,0,0,0,0,1,0.0,17,12:33,1,0,0,0,
10,2019-10-20,10,21-313,CGY,@,ANA,W,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,20,15:58,3,1,0,0,
11,2019-10-22,11,21-315,CGY,,WSH,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,20,19:37,1,0,0,0,
12,2019-10-24,12,21-317,CGY,,FLA,W,2,0,2,-1,0,2,0,0,0,0,0,0,3,66.7,24,18:28,3,0,0,0,
13,2019-10-26,13,21-319,CGY,@,WPG,L-OT,0,0,0,-1,0,0,0,0,0,0,0,0,6,0.0,19,22:04,0,0,0,1,0.0
14,2019-10-29,14,21-322,CGY,@,CAR,L,0,0,0,0,2,0,0,0,0,0,0,0,8,0.0,25,20:58,4,0,0,1,0.0
15,2019-10-31,15,21-324,CGY,@,NSH,W,2,1,3,1,0,2,0,0,1,1,0,0,4,50.0,25,23:15,3,1,0,0,
16,2019-11-02,16,21-326,CGY,@,CBJ,W,1,0,1,1,0,1,0,0,0,0,0,0,6,16.7,22,16:26,0,0,0,0,
17,2019-11-03,17,21-327,CGY,@,WSH,L,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,25,17:22,1,1,0,0,
18,2019-11-05,18,21-329,CGY,,ARI,W,2,1,3,1,0,1,1,0,1,0,1,0,3,66.7,24,21:34,0,0,0,0,
19,2019-11-07,19,21-331,CGY,,NJD,W,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,20,17:55,0,0,0,0,
20,2019-11-09,20,21-333,CGY,,STL,L-OT,1,0,1,2,0,1,0,0,0,0,0,0,4,25.0,26,17:45,2,0,0,0,
21,2019-11-13,21,21-337,CGY,,DAL,L,0,1,1,-1,0,0,0,0,0,0,1,0,5,0.0,22,19:59,5,0,0,0,
22,2019-11-16,22,21-340,CGY,@,ARI,L,0,0,0,-2,4,0,0,0,0,0,0,0,1,0.0,19,17:44,4,0,0,0,
23,2019-11-17,23,21-341,CGY,@,VEG,L,0,0,0,0,4,0,0,0,0,0,0,0,1,0.0,18,15:14,2,1,0,0,
24,2019-11-19,24,21-343,CGY,,COL,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,21,19:55,2,1,0,0,
25,2019-11-21,25,21-345,CGY,@,STL,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,23,20:40,3,0,0,0,
26,2019-11-23,26,21-347,CGY,@,PHI,W,0,0,0,2,0,0,0,0,0,0,0,0,3,0.0,24,20:38,5,1,0,0,
27,2019-11-25,27,21-349,CGY,@,PIT,L-OT,0,1,1,-1,0,0,0,0,0,0,1,0,2,0.0,23,19:38,1,0,0,0,
28,2019-11-27,28,21-351,CGY,@,BUF,W,1,1,2,1,0,1,0,0,0,1,0,0,2,50.0,23,19:33,1,0,0,0,
29,2019-11-30,29,21-354,CGY,,OTT,W,0,1,1,0,0,0,0,0,0,0,1,0,4,0.0,18,18:07,1,1,0,0,
30,2019-12-05,30,21-359,CGY,,BUF,W,0,1,1,-1,2,0,0,0,0,0,1,0,0,,20,14:44,2,0,0,0,
31,2019-12-07,31,21-361,CGY,,LAK,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,20:00,4,0,0,0,
32,2019-12-09,32,21-363,CGY,@,COL,W,1,1,2,0,0,0,1,0,0,1,0,0,3,33.3,26,18:02,3,0,0,0,
33,2019-12-12,33,22-001,CGY,,TOR,W,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,24,17:54,2,0,0,0,
34,2019-12-14,34,22-003,CGY,,CAR,L,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,20,18:41,1,0,0,0,
35,2019-12-17,35,22-006,CGY,,PIT,L,0,0,0,-2,0,0,0,0,0,0,0,0,4,0.0,19,18:41,0,2,0,0,
36,2019-12-19,36,22-008,CGY,,MTL,L-OT,1,1,2,-1,0,1,0,0,0,0,1,0,2,50.0,24,19:54,0,0,0,0,
37,2019-12-22,37,22-011,CGY,@,DAL,W,1,2,3,1,0,0,1,0,1,1,1,0,4,25.0,20,16:24,3,0,0,0,
38,2019-12-23,38,22-012,CGY,@,MIN,L,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,22,16:59,1,0,0,0,
39,2019-12-27,39,22-016,CGY,@,EDM,W,1,0,1,3,0,1,0,0,1,0,0,0,4,25.0,21,15:33,1,0,0,0,
40,2019-12-29,40,22-018,CGY,,VAN,L,0,2,2,0,4,0,0,0,0,2,0,0,2,0.0,25,17:00,2,0,0,0,
41,2019-12-31,41,22-020,CGY,,CHI,L,0,1,1,-3,0,0,0,0,0,1,0,0,5,0.0,22,16:44,2,0,0,0,
42,2020-01-02,42,22-022,CGY,,NYR,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,20:11,2,0,0,0,
43,2020-01-05,43,22-025,CGY,@,MIN,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,18:00,2,0,0,0,
44,2020-01-07,44,22-027,CGY,@,CHI,W,0,2,2,1,0,0,0,0,0,2,0,0,4,0.0,22,18:52,2,1,0,0,
45,2020-01-09,45,22-029,CGY,,MIN,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,17,14:52,0,0,0,0,
46,2020-01-11,46,22-031,CGY,,EDM,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,20,17:29,6,0,0,0,
47,2020-01-13,47,22-033,CGY,@,MTL,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,19:35,1,0,0,0,
48,2020-01-16,48,22-036,CGY,@,TOR,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,17:11,2,1,0,0,
49,2020-01-18,49,22-038,CGY,@,OTT,L,0,0,0,-3,0,0,0,0,0,0,0,0,6,0.0,21,19:27,1,0,0,1,0.0
50,2020-01-28,50,22-048,CGY,,STL,L-SO,1,1,2,-2,0,0,1,0,0,0,1,0,2,50.0,25,20:00,2,0,0,1,0.0
51,2020-01-29,51,22-049,CGY,@,EDM,W,0,1,1,2,7,0,0,0,0,1,0,0,3,0.0,26,19:37,2,0,0,0,
52,2020-02-01,52,22-052,CGY,,EDM,L,1,0,1,1,15,1,0,0,0,0,0,0,1,100.0,20,16:40,1,0,0,0,
53,2020-02-04,53,22-055,CGY,,SJS,L,0,0,0,-2,0,0,0,0,0,0,0,0,5,0.0,22,18:42,0,0,0,0,
54,2020-02-06,54,22-057,CGY,,NSH,L,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,23,20:15,1,2,0,0,
55,2020-02-08,55,22-059,CGY,@,VAN,W,1,0,1,0,5,1,0,0,0,0,0,0,5,20.0,19,14:33,1,0,0,0,
56,2020-02-10,56,22-061,CGY,@,SJS,W,1,0,1,0,0,0,1,0,0,0,0,0,2,50.0,22,21:47,0,1,0,0,
57,2020-02-12,57,22-063,CGY,@,LAK,L,0,1,1,1,4,0,0,0,0,1,0,0,2,0.0,22,22:29,3,0,0,0,
58,2020-02-13,58,22-064,CGY,@,ANA,W,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,18,14:02,1,0,0,0,
59,2020-02-15,59,22-066,CGY,,CHI,L,0,1,1,-4,0,0,0,0,0,0,1,0,5,0.0,20,18:30,1,1,0,0,
60,2020-02-17,60,22-068,CGY,,ANA,W,1,1,2,3,0,1,0,0,0,1,0,0,8,12.5,22,20:16,1,0,0,0,
61,2020-02-21,61,22-072,CGY,,BOS,L,0,1,1,0,5,0,0,0,0,1,0,0,1,0.0,24,17:34,3,0,0,0,
62,2020-02-23,62,22-074,CGY,@,DET,W,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,19,17:19,0,1,0,0,
63,2020-02-25,63,22-076,CGY,@,BOS,W,1,2,3,3,0,1,0,0,0,1,1,0,3,33.3,24,19:05,2,0,0,0,
64,2020-02-27,64,22-078,CGY,@,NSH,L-OT,0,1,1,1,2,0,0,0,0,1,0,0,3,0.0,21,17:31,2,0,0,0,
65,2020-02-29,65,22-080,CGY,@,TBL,L,0,1,1,1,0,0,0,0,0,0,1,0,1,0.0,22,21:28,0,0,0,0,
66,2020-03-01,66,22-081,CGY,@,FLA,W,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,19,16:27,0,1,0,0,
67,2020-03-04,67,22-084,CGY,,CBJ,W,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,22,19:40,0,1,0,0,
68,2020-03-06,68,22-086,CGY,,ARI,W,0,3,3,0,0,0,0,0,0,2,1,0,1,0.0,21,16:34,5,1,0,0,
69,2020-03-08,69,22-088,CGY,,VEG,L,1,0,1,-2,0,1,0,0,0,0,0,0,2,50.0,24,19:37,1,1,0,0,
1,2018-10-03,1,20-296,CGY,@,VAN,L,1,0,1,0,2,1,0,0,0,0,0,0,3,33.3,23,22:19,0,0,0,0,
2,2018-10-06,2,20-299,CGY,,VAN,W,0,4,4,1,2,0,0,0,0,1,3,0,1,0.0,19,17:11,2,1,0,0,
3,2018-10-09,3,20-302,CGY,@,NSH,W,0,1,1,0,2,0,0,0,0,0,1,0,3,0.0,23,14:48,1,0,0,0,
4,2018-10-11,4,20-304,CGY,@,STL,L,0,1,1,1,2,0,0,0,0,1,0,0,2,0.0,18,15:46,5,0,0,0,
5,2018-10-13,5,20-306,CGY,@,COL,W,0,0,0,0,2,0,0,0,0,0,0,0,5,0.0,24,19:27,0,1,0,0,
6,2018-10-17,6,20-310,CGY,,BOS,W,1,1,2,2,0,1,0,0,0,1,0,0,2,50.0,21,16:59,0,0,0,0,
7,2018-10-19,7,20-312,CGY,,NSH,L,1,0,1,-2,0,0,1,0,0,0,0,0,2,50.0,21,18:14,0,1,0,0,
8,2018-10-21,8,20-314,CGY,@,NYR,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,19,16:28,3,0,0,0,
9,2018-10-23,9,20-316,CGY,@,MTL,L,0,2,2,2,0,0,0,0,0,2,0,0,1,0.0,20,17:59,2,0,0,0,
